timestamp,senamhi_flow,senamhi_level,velocimetry
1746892823000,34.1574,0.31,"[1.297160032848162, 1.3769537219688457, 1.7878389778467834, 2.0731920677147047, 2.4872027611793643, 2.7269444599101855, 2.7071832108848635, 2.75898828790443, 2.9951270448572, 3.072927339831137, 2.866603070758937, 2.510051402092731, 2.145747210640108, 1.8513828595484898, 1.5377414524786328, 1.1675684627913159, 0.8992739344703264]"
1749247217000,30.5088,0.14,"[0.9581042691368428, 1.0622118936286624, 1.2116539478227641, 1.4913355390237, 2.0021932633941293, 2.30887084905983, 2.292268215312396, 2.075324478269024, 2.243301212527742, 2.3663807122632825, 2.3112262470422578, 2.123126657421918, 1.9567505282787268, 1.4672641214218611, 0.9597013081043148, 0.8416501552797265, 0.7137929729423186]"
1746702023000,42.5604,0.435,"[1.3645202704684845, 1.6150901414663994, 1.8467691968114295, 2.1443514575983267, 2.7074407824917754, 2.96898660735929, 3.114366228080181, 3.3520335496081457, 3.529877467790851, 3.435711819929553, 2.866208348082912, 2.290123511830953, 1.9150557622885533, 1.6607134232574388, 1.4331773764951206, 1.1173994730265122, 0.9432675244698798]"
1746914423000,38.8631,0.38,"[1.340722179626375, 1.4448422599640205, 1.952764937098554, 2.3921027920434956, 2.8273944960915744, 2.9855032283175764, 3.1464548185669043, 3.338602206537258, 3.4819221890551977, 3.4232964310463387, 3.1291205857555586, 2.656161528902879, 2.1607238872158634, 1.8022588066646241, 1.542671979967937, 1.2265677239876216, 1.0783818387973767]"
1745776820000,32.4768,0.285,"[1.4091867911780902, 1.5166142489748762, 1.7636202286940237, 1.9594391148188006, 2.3728653258124752, 2.6575021801382577, 2.860845066058482, 3.0012663988725743, 3.130889331497294, 3.1330564618222088, 2.896458222996462, 2.520568389101057, 2.008821225172493, 1.6874189242670712, 1.394406953551658, 1.2242211716938314, 0.9505531581838661]"
1746154822000,76.5086,0.94,"[2.7509116353264536, 2.957118071488304, 4.00478990882861, 4.434857311208833, 4.827929919616998, 5.062712472177848, 5.288677598877154, 5.255507520355906, 4.624887870046807, 3.847952391140141, 3.5992510506522195, 3.485401986173695, 3.1237139765216897, 2.6209642516115004, 2.33702905392319, 2.0041325273111186, 1.796120218796993]"
1746903625000,44.241,0.46,"[1.337966290653149, 1.5077476162333585, 2.1031080724818136, 2.5832794750005967, 2.9586221327359508, 3.074707241594747, 3.231512879221491, 3.437151256731407, 3.5609178603702, 3.506242291897378, 3.1777234129939034, 2.5997847852276394, 2.0473199961039863, 1.7820285411504546, 1.663633071225234, 1.3601761000475259, 1.1390941587936925]"
1749038416000,30.8189,0.15,"[0.8364410566412845, 1.062039404110134, 1.2638025643596458, 1.6334438782255363, 2.139530425915594, 2.3931485786430753, 2.333241860882823, 2.066109748250144, 2.3509761080337035, 2.415985950399488, 2.2728163090363243, 2.037222352452787, 1.8485832303573766, 1.3797143149345392, 0.837891145098416, 0.8082901259464418, 0.6427598194615995]"
1748750416000,31.1289,0.15,"[1.375564990419053, 1.5135090725812437, 1.6661422880622572, 1.7916813958735622, 2.0105449553029726, 2.202683847462043, 2.3858168828011466, 2.3549897106968216, 2.1877685775793205, 2.0830645679259385, 1.9805421792000586, 1.5798254706521107, 1.3375040801199778, 1.2666314425861471, 0.8889855319136305, 0.7815703712897575, 0.7762409372849806]"
1745611223000,36.1742,0.34,"[1.4320473863006098, 1.5564433840486502, 1.7705743907300497, 2.0297924748114182, 2.517075845534143, 2.7744828175790848, 2.974852737046016, 3.1110815977581017, 3.255840912837933, 3.219260341261763, 2.9608500407287917, 2.6068492163832344, 2.144113137948714, 1.7941724701969668, 1.5348203285826276, 1.2279798429500164, 0.9965825687023329]"
